rid,date_of_service,location,planned_arrival_time,planned_departure_time,actual_arrival_time,actual_departure_time,late_canc_reason,late_canc_reason
202405317619301,31/05/2024,SMK,13:28,13:29,13:28,13:29,,
202405317619301,31/05/2024,IPS,13:40,13:41,13:41,13:43,,
202405317619301,31/05/2024,MNG,13:49,13:50,13:52,13:53,,
202405317619301,31/05/2024,COL,14:00,14:01,13:59,14:00,,
202405317619301,31/05/2024,CHM,14:18,14:19,14:17,14:18,,
202405317619301,31/05/2024,SRA,14:44,,14:42,,,
202405317619301,31/05/2024,LST,14:52,,14:52,,,
202405317619305,31/05/2024,NRW,,13:30,,13:30,,
202405317619305,31/05/2024,DIS,13:47,13:48,13:46,13:48,,
202405317619305,31/05/2024,IPS,14:08,14:10,14:07,14:09,,
202405317619305,31/05/2024,MNG,14:18,14:19,14:18,14:19,,
202405317619305,31/05/2024,COL,14:29,14:30,14:26,14:29,,
202405317619305,31/05/2024,LST,15:17,,15:16,,,
202405317619309,31/05/2024,NRW,,14:01,,14:01,,
202405317619309,31/05/2024,DIS,14:17,14:18,14:17,14:19,,
202405317619309,31/05/2024,SMK,14:29,14:30,14:31,14:31,,
202405317619309,31/05/2024,IPS,14:41,14:42,14:41,14:45,,
202405317619309,31/05/2024,MNG,14:50,14:51,14:54,14:55,,
202405317619309,31/05/2024,COL,15:01,15:02,15:01,15:02,,
202405317619309,31/05/2024,CHM,15:19,15:19,15:20,15:21,,
202405317619309,31/05/2024,SRA,15:43,,15:42,,,
202405317619309,31/05/2024,LST,15:52,,15:51,,,
202405317619312,31/05/2024,NRW,,14:30,,14:30,,
202405317619312,31/05/2024,DIS,14:46,14:47,14:46,14:47,,
202405317619312,31/05/2024,IPS,15:07,15:09,15:06,15:08,,
202405317619312,31/05/2024,MNG,15:17,15:19,15:17,15:19,,
202405317619312,31/05/2024,COL,15:28,15:30,15:26,15:29,,
202405317619312,31/05/2024,LST,16:15,,16:14,,,
202405317619315,31/05/2024,NRW,,15:00,,15:00,,
202405317619315,31/05/2024,DIS,15:16,15:17,15:16,15:18,,
202405317619315,31/05/2024,SMK,15:28,15:29,15:29,15:29,,
202405317619315,31/05/2024,IPS,15:41,15:43,15:39,15:42,,
202405317619315,31/05/2024,MNG,15:52,15:53,15:51,15:53,,
202405317619315,31/05/2024,COL,16:02,16:03,16:00,16:02,,
202405317619315,31/05/2024,CHM,16:20,16:21,16:19,16:22,,
202405317619315,31/05/2024,SRA,16:45,,16:46,,,
202405317619315,31/05/2024,LST,16:58,,16:56,,,
202405317619318,31/05/2024,NRW,,15:30,,15:29,,
202405317619318,31/05/2024,DIS,15:47,15:48,15:46,15:48,,
202405317619318,31/05/2024,IPS,16:09,16:10,16:07,16:09,,
202405317619318,31/05/2024,MNG,16:18,16:19,16:18,16:19,,
202405317619318,31/05/2024,COL,16:28,16:29,16:26,16:28,,
202405317619318,31/05/2024,LST,17:16,,17:15,,,
202405317619321,31/05/2024,NRW,,16:00,,15:59,,
202405317619321,31/05/2024,DIS,16:16,16:17,16:16,16:18,,
202405317619321,31/05/2024,SMK,16:28,16:29,16:30,16:30,,
202405317619321,31/05/2024,IPS,16:40,16:42,16:40,16:41,,
202405317619321,31/05/2024,MNG,16:51,16:52,16:50,16:52,,
202405317619321,31/05/2024,COL,17:02,17:04,16:59,17:03,,
202405317619321,31/05/2024,CHM,17:21,17:21,17:20,17:21,,
202405317619321,31/05/2024,SRA,17:47,,17:46,,,
202405317619321,31/05/2024,LST,17:57,,17:55,,,
202405317619324,31/05/2024,NRW,,16:30,,16:30,,
202405317619324,31/05/2024,DIS,16:47,16:48,16:46,16:48,,
202405317619324,31/05/2024,IPS,17:08,17:10,17:06,17:09,,
202405317619324,31/05/2024,MNG,17:18,17:19,17:18,17:19,,
202405317619324,31/05/2024,COL,17:28,17:30,17:26,17:29,,
202405317619324,31/05/2024,LST,18:21,,18:19,,,
202405317619328,31/05/2024,NRW,,17:03,,17:02,,
202405317619328,31/05/2024,DIS,17:19,17:20,17:18,17:20,,
202405317619328,31/05/2024,SMK,17:31,17:33,17:32,17:32,,
202405317619328,31/05/2024,IPS,17:45,17:47,17:43,17:46,,
202405317619328,31/05/2024,MNG,17:55,17:56,17:55,17:56,,
202405317619328,31/05/2024,COL,18:05,18:06,18:02,18:05,,
202405317619328,31/05/2024,CHM,18:23,18:23,18:22,18:23,,
202405317619328,31/05/2024,SRA,18:49,,18:48,,,
202405317619328,31/05/2024,LST,18:58,,18:57,,,
202405317619331,31/05/2024,NRW,,17:30,,17:30,,
202405317619331,31/05/2024,DIS,17:46,17:47,17:47,17:50,,
202405317619331,31/05/2024,SMK,17:58,17:59,18:01,18:02,,
202405317619331,31/05/2024,IPS,18:10,18:11,18:11,18:12,,
202405317619331,31/05/2024,MNG,18:20,18:20,18:21,18:22,,
202405317619331,31/05/2024,COL,18:29,18:30,18:29,18:29,,
202405317619331,31/05/2024,LST,19:16,,19:17,,,
202405317619333,31/05/2024,NRW,,18:00,,17:59,,
202405317619333,31/05/2024,DIS,18:16,18:17,18:16,18:17,,
202405317619333,31/05/2024,SMK,18:28,18:29,18:28,18:28,,
202405317619333,31/05/2024,IPS,18:40,18:42,18:39,18:41,,
202405317619333,31/05/2024,MNG,18:50,18:53,18:50,18:53,,
202405317619333,31/05/2024,COL,19:01,19:03,19:00,19:02,,
202405317619333,31/05/2024,CHM,19:20,19:21,19:19,19:21,,
202405317619333,31/05/2024,SRA,19:44,,19:43,,,
202405317619333,31/05/2024,LST,19:53,,19:52,,,
202405317619336,31/05/2024,NRW,,18:32,,18:32,,
202405317619336,31/05/2024,DIS,18:48,18:49,18:48,18:49,,
202405317619336,31/05/2024,IPS,19:09,19:10,19:07,19:09,,
202405317619336,31/05/2024,MNG,19:19,19:20,19:18,19:20,,
202405317619336,31/05/2024,COL,19:29,19:30,19:26,19:29,,
202405317619336,31/05/2024,LST,20:20,,20:17,,,
202405317619340,31/05/2024,NRW,,19:00,,19:00,,
202405317619340,31/05/2024,DIS,19:16,19:17,19:15,19:17,,
202405317619340,31/05/2024,SMK,19:28,19:29,19:27,19:28,,
202405317619340,31/05/2024,IPS,19:40,19:42,19:38,19:41,,
202405317619340,31/05/2024,MNG,19:51,19:53,19:50,19:53,,
202405317619340,31/05/2024,COL,20:01,20:02,19:59,20:01,,
202405317619340,31/05/2024,CHM,20:20,20:20,20:17,20:19,,
202405317619340,31/05/2024,SRA,20:44,,20:42,,,
202405317619340,31/05/2024,LST,20:54,,20:50,,,
202405317619343,31/05/2024,NRW,,19:32,,19:32,,
202405317619343,31/05/2024,DIS,19:48,19:49,19:47,19:49,,
202405317619343,31/05/2024,IPS,20:09,20:10,20:07,20:09,,
202405317619343,31/05/2024,MNG,20:19,20:20,20:18,20:20,,
202405317619343,31/05/2024,COL,20:28,20:30,20:26,20:29,,
202405317619343,31/05/2024,LST,21:19,,21:17,,,
202405317619345,31/05/2024,NRW,,20:00,,20:00,,
202405317619345,31/05/2024,DIS,20:16,20:17,20:16,20:17,,
202405317619345,31/05/2024,SMK,20:28,20:29,20:28,20:29,,
202405317619345,31/05/2024,IPS,20:41,20:45,20:40,20:44,,
202405317619345,31/05/2024,MNG,20:53,20:54,20:53,20:54,,
202405317619345,31/05/2024,COL,21:02,21:03,21:02,21:02,,
202405317619345,31/05/2024,CHM,21:20,21:21,21:21,21:22,,
202405317619345,31/05/2024,SRA,21:47,,21:46,,,
202405317619345,31/05/2024,LST,21:55,,21:55,,,
202405317619348,31/05/2024,NRW,,20:32,,20:32,,
202405317619348,31/05/2024,DIS,20:48,20:49,20:48,20:50,,
202405317619348,31/05/2024,IPS,21:09,21:10,21:09,21:10,,
202405317619348,31/05/2024,MNG,21:19,21:20,21:19,21:20,,
202405317619348,31/05/2024,COL,21:28,21:30,21:27,21:29,,
202405317619348,31/05/2024,LST,22:18,,22:20,,,
202405317619349,31/05/2024,NRW,,21:02,,21:02,,
202405317619349,31/05/2024,DIS,21:18,21:19,21:18,21:19,,
202405317619349,31/05/2024,SMK,21:30,21:31,21:30,21:30,,
202405317619349,31/05/2024,IPS,21:42,21:44,21:40,21:43,,
202405317619349,31/05/2024,MNG,21:53,21:53,21:53,21:54,,
202405317619349,31/05/2024,COL,22:02,22:03,22:02,22:02,,
202405317619349,31/05/2024,CHM,22:20,22:21,22:20,22:21,,
202405317619349,31/05/2024,SRA,22:45,,22:44,,,
202405317619349,31/05/2024,LST,22:55,,22:53,,,
202405317619353,31/05/2024,NRW,,22:02,,22:01,,
202405317619353,31/05/2024,DIS,22:18,22:19,22:17,22:19,,
202405317619353,31/05/2024,SMK,22:30,22:31,22:29,22:30,,
202405317619353,31/05/2024,IPS,22:42,22:43,22:40,22:42,,
202405317619353,31/05/2024,MNG,22:52,22:53,22:51,22:53,,
202405317619353,31/05/2024,COL,23:01,23:03,23:00,23:02,,
202405317619353,31/05/2024,WTM,23:14,23:14,23:12,23:13,,
202405317619353,31/05/2024,CHM,23:24,23:25,23:22,23:24,,
202405317619353,31/05/2024,SNF,23:36,23:37,23:33,23:37,,
202405317619353,31/05/2024,SRA,23:53,,23:51,,,
202405317619353,31/05/2024,LST,00:03,,00:00,,,
202406017619248,01/06/2024,NRW,,05:00,,04:59,,
202406017619248,01/06/2024,DIS,05:16,05:17,05:16,05:17,,
202406017619248,01/06/2024,SMK,05:28,05:29,05:27,05:28,,
202406017619248,01/06/2024,IPS,05:40,05:41,05:38,05:40,,
202406017619248,01/06/2024,MNG,05:50,05:51,05:49,05:50,,
202406017619248,01/06/2024,COL,05:59,06:01,05:57,06:00,,
202406017619248,01/06/2024,CHM,06:18,06:19,06:17,06:18,,
202406017619248,01/06/2024,SRA,06:43,,06:41,,,
202406017619248,01/06/2024,LST,06:51,,06:51,,,
202406017619250,01/06/2024,NRW,,05:32,,05:31,,
202406017619250,01/06/2024,DIS,05:48,05:49,05:48,05:49,,
202406017619250,01/06/2024,IPS,06:09,06:10,06:08,06:09,,
202406017619250,01/06/2024,MNG,06:19,06:20,06:18,06:20,,
202406017619250,01/06/2024,COL,06:28,06:30,06:27,06:29,,
202406017619250,01/06/2024,LST,07:15,,07:12,,,
202406017619252,01/06/2024,NRW,,06:00,,05:59,,
202406017619252,01/06/2024,DIS,06:16,06:17,06:15,06:17,,
202406017619252,01/06/2024,SMK,06:28,06:29,06:28,06:28,,
202406017619252,01/06/2024,IPS,06:40,06:41,06:38,06:40,,
202406017619252,01/06/2024,MNG,06:50,06:51,06:49,06:50,,
202406017619252,01/06/2024,COL,06:59,07:01,06:57,07:00,,
202406017619252,01/06/2024,CHM,07:18,07:19,07:17,07:19,,
202406017619252,01/06/2024,SRA,07:43,,07:42,,,
202406017619252,01/06/2024,LST,07:51,,07:51,,,
202406017619254,01/06/2024,NRW,,06:32,,06:32,,
202406017619254,01/06/2024,DIS,06:48,06:49,06:48,06:49,,
202406017619254,01/06/2024,IPS,07:09,07:10,07:07,07:09,,
202406017619254,01/06/2024,MNG,07:19,07:20,07:18,07:20,,
202406017619254,01/06/2024,COL,07:28,07:30,07:27,07:29,,
202406017619254,01/06/2024,LST,08:15,,08:14,,,
202406017619258,01/06/2024,NRW,,07:00,,07:00,,
202406017619258,01/06/2024,DIS,07:16,07:17,07:16,07:17,,
202406017619258,01/06/2024,SMK,07:28,07:29,07:28,07:28,,
202406017619258,01/06/2024,IPS,07:40,07:41,07:39,07:40,,
202406017619258,01/06/2024,MNG,07:50,07:51,07:50,07:51,,
202406017619258,01/06/2024,COL,07:59,08:01,07:59,08:00,,
202406017619258,01/06/2024,CHM,08:18,08:19,08:18,08:19,,
202406017619258,01/06/2024,SRA,08:43,,08:42,,,
202406017619258,01/06/2024,LST,08:51,,08:51,,,
202406017619263,01/06/2024,NRW,,07:32,,07:32,,
202406017619263,01/06/2024,DIS,07:48,07:49,07:47,07:49,,
202406017619263,01/06/2024,IPS,08:09,08:10,08:06,08:09,,
202406017619263,01/06/2024,MNG,08:19,08:20,08:17,08:20,,
202406017619263,01/06/2024,COL,08:28,08:30,08:26,08:29,,
202406017619263,01/06/2024,LST,09:15,,09:14,,,
202406017619267,01/06/2024,NRW,,08:00,,08:00,,
202406017619267,01/06/2024,DIS,08:16,08:17,08:16,08:17,,
202406017619267,01/06/2024,SMK,08:28,08:29,08:28,08:28,,
202406017619267,01/06/2024,IPS,08:40,08:41,08:38,08:40,,
202406017619267,01/06/2024,MNG,08:50,08:51,08:49,08:52,,
202406017619267,01/06/2024,COL,08:59,09:01,08:58,09:00,,
202406017619267,01/06/2024,CHM,09:18,09:19,09:17,09:18,,
202406017619267,01/06/2024,SRA,09:43,,09:42,,,
202406017619267,01/06/2024,LST,09:51,,09:51,,,
202406017619270,01/06/2024,NRW,,08:32,,08:31,,
202406017619270,01/06/2024,DIS,08:48,08:49,08:48,08:49,,
202406017619270,01/06/2024,IPS,09:09,09:10,09:07,09:09,,
202406017619270,01/06/2024,MNG,09:19,09:20,09:18,09:20,,
202406017619270,01/06/2024,COL,09:28,09:30,09:27,09:29,,
202406017619270,01/06/2024,LST,10:15,,10:14,,,
202406017619274,01/06/2024,NRW,,09:03,,09:03,,
202406017619274,01/06/2024,DIS,09:20,09:20,09:19,09:20,,
202406017619274,01/06/2024,SMK,09:31,09:32,09:31,09:31,,
202406017619274,01/06/2024,IPS,09:43,09:44,09:42,09:43,,
202406017619274,01/06/2024,MNG,09:53,09:54,09:53,09:54,,
202406017619274,01/06/2024,COL,10:02,10:03,10:02,10:03,,
202406017619274,01/06/2024,CHM,10:20,10:21,10:20,10:21,,
202406017619274,01/06/2024,SRA,10:45,,10:43,,,
202406017619274,01/06/2024,LST,10:53,,10:51,,,
202406017619277,01/06/2024,NRW,,09:32,,09:32,,
202406017619277,01/06/2024,DIS,09:48,09:49,09:48,09:49,,
202406017619277,01/06/2024,IPS,10:09,10:10,10:08,10:09,,
202406017619277,01/06/2024,MNG,10:18,10:19,10:18,10:19,,
202406017619277,01/06/2024,COL,10:28,10:30,10:26,10:29,,
202406017619277,01/06/2024,LST,11:15,,11:14,,,
202406017619281,01/06/2024,NRW,,10:00,,10:00,,
202406017619281,01/06/2024,DIS,10:16,10:17,10:16,10:18,,
202406017619281,01/06/2024,SMK,10:28,10:29,10:28,10:29,,
202406017619281,01/06/2024,IPS,10:40,10:41,10:40,10:42,,
202406017619281,01/06/2024,MNG,10:50,10:51,10:50,10:52,,
202406017619281,01/06/2024,COL,11:00,11:01,11:00,11:01,,
202406017619281,01/06/2024,CHM,11:18,11:19,11:19,11:20,,
202406017619281,01/06/2024,SRA,11:43,,11:42,,,
202406017619281,01/06/2024,LST,11:51,,11:53,,,
202406017619284,01/06/2024,NRW,,10:32,,10:32,,
202406017619284,01/06/2024,DIS,10:48,10:49,10:48,10:49,,
202406017619284,01/06/2024,IPS,11:09,11:10,11:09,11:10,,
202406017619284,01/06/2024,MNG,11:18,11:19,11:19,11:20,,
202406017619284,01/06/2024,COL,11:28,11:30,11:26,11:29,,
202406017619284,01/06/2024,LST,12:15,,12:22,,,
202406017619288,01/06/2024,NRW,,11:00,,11:00,,
202406017619288,01/06/2024,DIS,11:16,11:17,11:16,11:17,,
202406017619288,01/06/2024,SMK,11:28,11:29,11:28,11:28,,
202406017619288,01/06/2024,IPS,11:40,11:41,11:39,11:40,,
202406017619288,01/06/2024,MNG,11:50,11:51,11:50,11:51,,
202406017619288,01/06/2024,COL,11:59,12:01,11:58,12:00,,
202406017619288,01/06/2024,CHM,12:18,12:19,12:18,12:19,,
202406017619288,01/06/2024,SRA,12:43,,12:45,,,
202406017619288,01/06/2024,LST,12:51,,12:55,,,
202406017619291,01/06/2024,NRW,,11:32,,11:32,,
202406017619291,01/06/2024,DIS,11:48,11:49,11:48,11:49,,
202406017619291,01/06/2024,IPS,12:09,12:10,12:07,12:09,,
202406017619291,01/06/2024,MNG,12:18,12:19,12:18,12:19,,
202406017619291,01/06/2024,COL,12:28,12:30,12:26,12:29,,
202406017619291,01/06/2024,LST,13:15,,13:16,,,
202406017619295,01/06/2024,NRW,,12:00,,12:00,,
202406017619295,01/06/2024,DIS,12:16,12:17,12:16,12:17,,
202406017619295,01/06/2024,SMK,12:28,12:29,12:27,12:29,,
202406017619295,01/06/2024,IPS,12:40,12:41,12:39,12:40,,
202406017619295,01/06/2024,MNG,12:50,12:51,12:51,12:52,,
202406017619295,01/06/2024,COL,12:59,13:01,12:59,13:00,,
202406017619295,01/06/2024,CHM,13:18,13:19,13:18,13:19,,
202406017619295,01/06/2024,SRA,13:43,,13:43,,,
202406017619295,01/06/2024,LST,13:52,,13:51,,,
202406017619298,01/06/2024,NRW,,12:32,,12:31,,
202406017619298,01/06/2024,DIS,12:49,12:49,12:47,12:49,,
202406017619298,01/06/2024,IPS,13:09,13:10,13:12,13:13,,
202406017619298,01/06/2024,MNG,13:19,13:20,13:26,13:27,,
202406017619298,01/06/2024,COL,13:28,13:30,13:33,13:33,894,
202406017619298,01/06/2024,LST,14:15,,14:16,,894,
202406017619302,01/06/2024,NRW,,13:00,,12:59,,
202406017619302,01/06/2024,DIS,13:16,13:17,13:15,13:17,,
202406017619302,01/06/2024,SMK,13:28,13:29,13:27,13:28,,
202406017619302,01/06/2024,IPS,13:40,13:41,13:39,13:41,,
202406017619302,01/06/2024,MNG,13:50,13:51,13:50,13:51,,
202406017619302,01/06/2024,COL,13:59,14:01,13:58,14:00,,
202406017619302,01/06/2024,CHM,14:18,14:19,14:18,14:18,,
202406017619302,01/06/2024,SRA,14:43,,14:43,,,
202406017619302,01/06/2024,LST,14:51,,14:51,,,
202406017619306,01/06/2024,NRW,,13:32,,13:31,,
202406017619306,01/06/2024,DIS,13:48,13:49,13:48,13:49,,
202406017619306,01/06/2024,IPS,14:09,14:10,14:07,14:09,,
202406017619306,01/06/2024,MNG,14:18,14:19,14:18,14:19,,
202406017619306,01/06/2024,COL,14:28,14:30,14:26,14:29,,
202406017619306,01/06/2024,LST,15:15,,15:14,,,
202406017619310,01/06/2024,NRW,,14:00,,13:59,,
202406017619310,01/06/2024,DIS,14:16,14:17,14:16,14:17,,
202406017619310,01/06/2024,SMK,14:28,14:29,14:28,14:28,,
202406017619310,01/06/2024,IPS,14:40,14:41,14:38,14:40,,
202406017619310,01/06/2024,MNG,14:50,14:51,14:49,14:51,,
202406017619310,01/06/2024,COL,14:59,15:01,14:57,15:00,,
202406017619310,01/06/2024,CHM,15:18,15:19,15:17,15:18,,
202406017619310,01/06/2024,SRA,15:43,,15:42,,,
202406017619310,01/06/2024,LST,15:52,,15:51,,,
202406017619313,01/06/2024,NRW,,14:32,,14:31,,
202406017619313,01/06/2024,DIS,14:48,14:49,14:47,14:49,,
202406017619313,01/06/2024,IPS,15:09,15:10,15:09,15:10,,
202406017619313,01/06/2024,MNG,15:18,15:19,15:18,15:19,,
202406017619313,01/06/2024,COL,15:28,15:30,15:26,15:29,,
202406017619313,01/06/2024,LST,16:15,,16:15,,,
202406017619316,01/06/2024,NRW,,15:00,,14:59,,
202406017619316,01/06/2024,DIS,15:16,15:17,15:15,15:17,,
202406017619316,01/06/2024,SMK,15:28,15:29,15:27,15:28,,
202406017619316,01/06/2024,IPS,15:40,15:41,15:38,15:41,,
202406017619316,01/06/2024,MNG,15:50,15:51,15:49,15:51,,
202406017619316,01/06/2024,COL,15:59,16:01,15:57,16:00,,
202406017619316,01/06/2024,CHM,16:18,16:19,16:17,16:19,,
202406017619316,01/06/2024,SRA,16:43,,16:42,,,
202406017619316,01/06/2024,LST,16:51,,16:51,,,
202406017619319,01/06/2024,NRW,,15:32,,15:31,,
202406017619319,01/06/2024,DIS,15:48,15:49,15:47,15:49,,
202406017619319,01/06/2024,IPS,16:09,16:10,16:07,16:10,,
202406017619319,01/06/2024,MNG,16:18,16:19,16:19,16:19,,
202406017619319,01/06/2024,COL,16:28,16:30,16:26,16:29,,
202406017619319,01/06/2024,LST,17:15,,17:15,,,
202406017619322,01/06/2024,NRW,,16:00,,15:59,,
202406017619322,01/06/2024,DIS,16:16,16:17,16:15,16:17,,
202406017619322,01/06/2024,SMK,16:28,16:29,16:27,16:28,,
202406017619322,01/06/2024,IPS,16:40,16:41,16:38,16:40,,
202406017619322,01/06/2024,MNG,16:50,16:51,16:49,16:51,,
202406017619322,01/06/2024,COL,17:00,17:01,16:58,17:00,,
202406017619322,01/06/2024,CHM,17:18,17:19,17:20,17:21,,
202406017619322,01/06/2024,SRA,17:43,,17:41,,,
202406017619322,01/06/2024,LST,17:51,,17:49,,,
202406017619325,01/06/2024,NRW,,16:30,,16:30,,
202406017619325,01/06/2024,DIS,16:46,16:47,16:45,16:47,,
202406017619325,01/06/2024,IPS,17:07,17:09,17:05,17:08,,
202406017619325,01/06/2024,MNG,17:17,17:19,17:17,17:20,,
202406017619325,01/06/2024,COL,17:27,17:30,17:26,17:29,,
202406017619325,01/06/2024,LST,18:15,,18:14,,,
202406017619329,01/06/2024,NRW,,17:03,,17:03,,
202406017619329,01/06/2024,DIS,17:20,17:20,17:19,17:20,,
202406017619329,01/06/2024,SMK,17:31,17:32,17:31,17:31,,
202406017619329,01/06/2024,IPS,17:43,17:44,17:43,17:44,,
202406017619329,01/06/2024,MNG,17:53,17:54,17:53,17:54,,
202406017619329,01/06/2024,COL,18:02,18:03,18:02,18:02,,
202406017619329,01/06/2024,CHM,18:20,18:21,18:20,18:21,,
202406017619329,01/06/2024,SRA,18:45,,18:43,,,
202406017619329,01/06/2024,LST,18:53,,18:51,,,
202406017619332,01/06/2024,NRW,,17:30,,17:29,,
202406017619332,01/06/2024,DIS,17:46,17:47,17:45,17:46,,
202406017619332,01/06/2024,SMK,17:58,17:59,17:57,17:58,,
202406017619332,01/06/2024,IPS,18:10,18:11,18:08,18:10,,
202406017619332,01/06/2024,MNG,18:20,18:20,18:19,18:20,,
202406017619332,01/06/2024,COL,18:29,18:30,18:26,18:28,,
202406017619332,01/06/2024,LST,19:15,,19:14,,,
202406017619334,01/06/2024,NRW,,18:00,,18:00,,
202406017619334,01/06/2024,DIS,18:16,18:17,18:15,18:16,,
202406017619334,01/06/2024,SMK,18:28,18:29,18:27,18:28,,
202406017619334,01/06/2024,IPS,18:40,18:41,18:38,18:40,,
202406017619334,01/06/2024,MNG,18:50,18:51,18:49,18:51,,
202406017619334,01/06/2024,COL,18:59,19:01,18:57,19:00,,
202406017619334,01/06/2024,CHM,19:18,19:19,19:17,19:18,,
202406017619334,01/06/2024,SRA,19:43,,19:42,,,
202406017619334,01/06/2024,LST,19:51,,19:51,,,
202406017619337,01/06/2024,NRW,,18:32,,18:31,,
202406017619337,01/06/2024,DIS,18:48,18:49,18:48,18:49,,
202406017619337,01/06/2024,IPS,19:09,19:10,19:07,19:09,,
202406017619337,01/06/2024,MNG,19:18,19:19,19:18,19:19,,
202406017619337,01/06/2024,COL,19:28,19:30,19:27,19:29,,
202406017619337,01/06/2024,LST,20:15,,20:14,,,
202406017619341,01/06/2024,NRW,,19:00,,19:00,,
202406017619341,01/06/2024,DIS,19:16,19:17,19:16,19:18,,
202406017619341,01/06/2024,SMK,19:28,19:29,19:29,19:29,,
202406017619341,01/06/2024,IPS,19:40,19:41,19:39,19:41,,
202406017619341,01/06/2024,MNG,19:50,19:51,19:50,19:51,,
202406017619341,01/06/2024,COL,19:59,20:01,19:58,20:00,,
202406017619341,01/06/2024,CHM,20:18,20:19,20:18,20:18,,
202406017619341,01/06/2024,SRA,20:43,,20:42,,,
202406017619341,01/06/2024,LST,20:51,,20:51,,,
202406017619346,01/06/2024,NRW,,20:00,,20:01,,
202406017619346,01/06/2024,DIS,20:16,20:17,20:16,20:18,,
202406017619346,01/06/2024,SMK,20:28,20:29,20:28,20:28,,
202406017619346,01/06/2024,IPS,20:40,20:41,20:39,20:40,,
202406017619346,01/06/2024,MNG,20:50,20:51,20:50,20:51,,
202406017619346,01/06/2024,COL,20:59,21:01,20:57,21:00,,
202406017619346,01/06/2024,CHM,21:18,21:19,21:18,21:19,,
202406017619346,01/06/2024,SRA,21:43,,21:42,,,
202406017619346,01/06/2024,LST,21:51,,21:50,,,
202406017619350,01/06/2024,NRW,,21:00,,21:00,,
202406017619350,01/06/2024,DIS,21:16,21:17,21:16,21:17,,
202406017619350,01/06/2024,SMK,21:28,21:29,21:28,21:28,,
202406017619350,01/06/2024,IPS,21:40,21:41,21:39,21:40,,
202406017619350,01/06/2024,MNG,21:50,21:51,21:49,21:51,,
202406017619350,01/06/2024,COL,21:59,22:01,21:58,22:00,,
202406017619350,01/06/2024,CHM,22:18,22:19,22:17,22:19,,
202406017619350,01/06/2024,SRA,22:43,,22:40,,,
202406017619350,01/06/2024,LST,22:51,,22:49,,,
202406017619354,01/06/2024,NRW,,22:00,,22:00,,
202406017619354,01/06/2024,DIS,22:16,22:17,22:15,22:17,,
202406017619354,01/06/2024,SMK,22:28,22:29,22:27,22:28,,
202406017619354,01/06/2024,IPS,22:40,22:41,22:39,22:40,,
202406017619354,01/06/2024,MNG,22:50,22:51,22:49,22:51,,
202406017619354,01/06/2024,COL,22:59,23:01,22:57,23:00,,
202406017619354,01/06/2024,WTM,23:12,23:14,23:10,23:13,,
202406017619354,01/06/2024,CHM,23:23,23:24,23:22,23:23,,
202406017619354,01/06/2024,SNF,23:34,23:34,23:32,23:33,,
202406017619354,01/06/2024,SRA,23:49,,23:46,,,
202406017619354,01/06/2024,LST,23:58,,23:54,,,
202406027668680,02/06/2024,NRW,,06:55,,06:55,,
202406027668680,02/06/2024,DIS,07:11,07:12,07:11,07:12,,
202406027668680,02/06/2024,SMK,07:23,07:23,07:23,07:23,,
202406027668680,02/06/2024,IPS,07:34,07:35,07:33,07:34,,
202406027668680,02/06/2024,MNG,07:44,07:45,07:43,07:45,,
202406027668680,02/06/2024,COL,07:53,07:54,07:52,07:53,,
202406027668680,02/06/2024,SRA,08:48,,08:47,,,
202406027668680,02/06/2024,LST,08:57,,08:56,,,
202406027668691,02/06/2024,NRW,,08:00,,07:59,,
202406027668691,02/06/2024,DIS,08:16,08:17,08:15,08:17,,
202406027668691,02/06/2024,SMK,08:28,08:29,08:27,08:28,,
202406027668691,02/06/2024,IPS,08:40,08:41,08:38,08:41,,
202406027668691,02/06/2024,MNG,08:50,08:51,08:50,08:51,,
202406027668691,02/06/2024,COL,08:59,09:00,08:57,08:59,,
202406027668691,02/06/2024,SRA,09:39,,09:36,,,
202406027668691,02/06/2024,LST,09:47,,09:44,,,
202406027668697,02/06/2024,NRW,,08:25,,08:24,,
202406027668697,02/06/2024,DIS,08:41,08:42,08:40,08:42,,
202406027668697,02/06/2024,SMK,08:53,08:54,08:52,08:53,,
202406027668697,02/06/2024,IPS,09:05,09:06,09:03,09:05,,
202406027668697,02/06/2024,COL,09:21,09:22,09:19,09:21,,
202406027668697,02/06/2024,LST,10:07,,10:15,,871,
202406027668702,02/06/2024,NRW,,09:00,,09:00,,
202406027668702,02/06/2024,DIS,09:16,09:17,09:15,09:17,,
202406027668702,02/06/2024,SMK,09:28,09:29,09:28,09:28,,
202406027668702,02/06/2024,IPS,09:40,09:41,09:39,09:41,,
202406027668702,02/06/2024,MNG,09:50,09:51,09:49,09:51,,
202406027668702,02/06/2024,COL,09:59,10:00,09:57,09:59,,
202406027668702,02/06/2024,SRA,10:39,,10:46,,,
202406027668702,02/06/2024,LST,10:47,,10:54,,,
202406027668712,02/06/2024,NRW,,10:00,,10:00,,
202406027668712,02/06/2024,DIS,10:16,10:17,10:16,10:17,,
202406027668712,02/06/2024,SMK,10:28,10:29,10:27,10:28,,
202406027668712,02/06/2024,IPS,10:40,10:41,10:38,10:40,,
202406027668712,02/06/2024,MNG,10:50,10:51,10:53,10:54,,
202406027668712,02/06/2024,COL,10:59,11:00,11:01,11:02,,
202406027668712,02/06/2024,SRA,11:39,,11:47,,871,
